decade,lg,tp,len_bucket,ocrqa_bucket,n
1870,fr,article,600-800,NA,3489
1870,fr,ad,>=800,NA,1129
1870,fr,article,200-400,NA,3219
1870,fr,ad,<200,0.6-0.7,748
1870,fr,article,600-800,0.6-0.7,1126
1870,fr,ad,600-800,0.5-0.6,304
1870,fr,ad,400-600,0.5-0.6,280
1870,fr,article,400-600,0.6-0.7,964
1870,fr,ad,600-800,NA,202
1870,fr,article,<200,0.6-0.7,715
1870,fr,ad,<200,0.5-0.6,162
1870,fr,article,200-400,0.5-0.6,255
1870,fr,ad,200-400,NA,1154
1870,fr,ad,200-400,0.5-0.6,304
1870,de,ad,>=800,0.5-0.6,9783
1870,fr,article,400-600,0.5-0.6,254
1870,fr,article,600-800,0.5-0.6,332
1870,fr,article,>=800,<0.5,1881
1870,de,ad,>=800,0.7-0.8,3607
1870,fr,ad,200-400,<0.5,114
1880,fr,article,>=800,>=0.8,545521
1880,fr,article,<200,NA,48300
1880,fr,ad,400-600,>=0.8,65105
1880,fr,ad,<200,>=0.8,66103
1880,fr,ad,600-800,>=0.8,36901
1880,fr,ad,>=800,>=0.8,78225
1880,fr,article,400-600,NA,2855
1880,fr,article,>=800,NA,17967
1880,fr,ad,>=800,0.7-0.8,30851
1880,fr,ad,<200,0.6-0.7,2523
1880,fr,article,600-800,NA,4142
1880,fr,article,400-600,>=0.8,71184
1880,fr,article,600-800,>=0.8,54976
1880,fr,article,>=800,0.6-0.7,10430
1880,fr,ad,400-600,0.7-0.8,8389
1880,fr,ad,200-400,0.7-0.8,15901
1880,fr,ad,>=800,0.6-0.7,9982
1880,fr,article,200-400,NA,5515
1880,fr,article,600-800,0.7-0.8,3703
1880,fr,ad,600-800,0.7-0.8,6276
1880,fr,ad,200-400,>=0.8,127099
1880,fr,article,>=800,0.5-0.6,2819
1880,fr,ad,>=800,NA,2628
1880,fr,ad,600-800,0.6-0.7,1548
1880,fr,ad,<200,0.7-0.8,10272
1880,fr,article,200-400,0.7-0.8,7064
1880,fr,ad,400-600,0.6-0.7,2064
1880,fr,article,200-400,0.6-0.7,1488
1880,fr,ad,200-400,NA,3024
1880,fr,article,400-600,0.7-0.8,3872
1880,fr,article,600-800,0.6-0.7,837
1880,fr,article,400-600,0.6-0.7,780
1880,fr,ad,200-400,0.6-0.7,3515
1880,fr,ad,>=800,0.5-0.6,2394
1880,fr,ad,<200,NA,30167
1880,fr,ad,200-400,0.5-0.6,778
1880,fr,ad,600-800,NA,461
1880,fr,article,200-400,<0.5,50
1880,fr,article,>=800,<0.5,2211
1880,fr,ad,400-600,NA,1101
1880,fr,ad,400-600,0.5-0.6,578
1880,fr,ad,<200,<0.5,121
1880,fr,ad,<200,0.5-0.6,639
1880,fr,ad,>=800,<0.5,2449
1880,fr,ad,600-800,0.5-0.6,380
1880,fr,ad,600-800,<0.5,120
1880,fr,article,400-600,0.5-0.6,243
1880,fr,article,200-400,0.5-0.6,256
1880,fr,ad,400-600,<0.5,130
1880,fr,ad,200-400,<0.5,123
1880,lb,ad,<200,0.5-0.6,8
1880,de,ad,>=800,0.6-0.7,14705
1880,de,ad,600-800,<0.5,1616
1880,fr,article,<200,<0.5,47
1880,de,ad,600-800,0.7-0.8,1001
1880,de,ad,>=800,0.5-0.6,11990
1880,de,ad,>=800,0.7-0.8,5478
1890,fr,article,>=800,>=0.8,806702
1890,fr,article,<200,NA,68895
1890,fr,ad,400-600,0.6-0.7,3309
1890,fr,ad,600-800,0.7-0.8,9585
1890,fr,article,200-400,>=0.8,137792
1890,fr,ad,200-400,0.6-0.7,6199
1890,fr,article,<200,>=0.8,67697
1890,fr,article,>=800,0.7-0.8,64970
1890,fr,ad,>=800,0.7-0.8,46960
1890,fr,ad,>=800,>=0.8,95077
1890,fr,ad,600-800,>=0.8,44092
1890,fr,ad,<200,NA,40596
1890,fr,ad,200-400,0.7-0.8,23905
1890,fr,ad,400-600,0.7-0.8,14804
1890,fr,article,600-800,>=0.8,76953
1890,fr,ad,200-400,>=0.8,128417
1890,fr,ad,400-600,>=0.8,74644
1890,fr,article,<200,0.7-0.8,6873
1890,fr,ad,>=800,0.6-0.7,19012
1890,fr,article,400-600,>=0.8,102216
1890,fr,ad,<200,>=0.8,52910
1890,fr,ad,<200,0.7-0.8,13634
1890,fr,ad,<200,0.6-0.7,4681
1890,fr,article,600-800,0.7-0.8,5339
1890,fr,article,400-600,NA,3488
1890,fr,article,200-400,NA,6306
1890,fr,article,400-600,0.7-0.8,6544
1890,fr,article,>=800,0.6-0.7,15075
1890,fr,article,<200,0.6-0.7,1687
1890,fr,ad,>=800,NA,2710
1890,fr,article,200-400,0.7-0.8,8768
1890,fr,ad,200-400,NA,2693
1890,fr,ad,600-800,0.6-0.7,2493
1890,fr,ad,>=800,0.5-0.6,3599
1890,fr,article,>=800,NA,26086
1890,fr,ad,<200,0.5-0.6,1254
1890,fr,ad,200-400,0.5-0.6,1317
1890,fr,article,600-800,NA,2467
1890,fr,ad,<200,<0.5,280
1890,fr,article,400-600,0.6-0.7,1254
1890,fr,article,200-400,0.6-0.7,1623
1890,fr,article,>=800,0.5-0.6,4098
1890,fr,ad,400-600,NA,1127
1890,fr,ad,600-800,NA,569
1890,fr,article,<200,0.5-0.6,351
1890,fr,article,<200,<0.5,52
1890,fr,article,200-400,0.5-0.6,384
1890,fr,ad,400-600,0.5-0.6,835
1890,nl,ad,>=800,NA,10
1890,de,ad,400-600,0.6-0.7,2496
1890,de,ad,200-400,0.6-0.7,2968
1890,de,ad,>=800,0.6-0.7,20863
1890,fr,ad,600-800,0.5-0.6,625
1890,de,ad,>=800,0.5-0.6,20714
1890,fr,article,600-800,0.6-0.7,1072
1890,de,article,<200,0.6-0.7,2201
1890,fr,article,>=800,<0.5,1625
1890,fr,article,200-400,<0.5,76
1890,it,article,200-400,NA,7
1890,fr,article,400-600,0.5-0.6,312
1890,fr,ad,>=800,<0.5,2792
1890,de,article,200-400,0.6-0.7,3280
1890,lb,ad,600-800,<0.5,8
1890,en,ad,<200,0.6-0.7,10
1890,de,ad,400-600,0.5-0.6,1827
1890,nl,article,600-800,NA,1
1890,it,ad,<200,NA,10
1900,fr,article,200-400,>=0.8,151621
1900,fr,article,>=800,>=0.8,1000799
1900,fr,article,<200,NA,85154
1900,fr,ad,200-400,>=0.8,161801
1900,fr,article,>=800,0.7-0.8,118106
1900,fr,article,600-800,>=0.8,104960
1900,fr,ad,>=800,>=0.8,124170
1900,de,article,200-400,0.6-0.7,2623
1900,fr,article,400-600,>=0.8,131642
1900,fr,ad,<200,>=0.8,77222
1900,fr,ad,200-400,0.7-0.8,40766
1900,fr,ad,>=800,0.7-0.8,70340
1900,fr,ad,600-800,>=0.8,52126
1900,fr,ad,400-600,0.7-0.8,23587
1900,fr,ad,<200,NA,71766
1900,fr,ad,600-800,0.7-0.8,14698
1900,fr,ad,400-600,>=0.8,90921
1900,fr,article,400-600,NA,3100
1900,fr,ad,<200,0.7-0.8,24062
1900,fr,ad,>=800,0.6-0.7,28683
1900,fr,article,200-400,0.7-0.8,16021
1900,fr,ad,400-600,0.6-0.7,6081
1900,fr,article,400-600,0.7-0.8,13794
1900,fr,ad,600-800,0.6-0.7,4045
1900,fr,article,>=800,NA,25469
1900,fr,ad,>=800,0.5-0.6,4559
1900,fr,ad,200-400,0.6-0.7,11649
1900,fr,article,600-800,0.7-0.8,11857
1900,fr,ad,>=800,NA,3661
1900,fr,ad,200-400,0.5-0.6,2379
1900,fr,article,>=800,0.6-0.7,31049
1900,fr,article,200-400,NA,2883
1900,fr,ad,<200,0.6-0.7,9262
1900,fr,ad,600-800,NA,1073
1900,fr,ad,<200,0.5-0.6,2662
1900,fr,ad,200-400,NA,4938
1900,de,article,200-400,0.7-0.8,4764
1900,fr,article,<200,0.6-0.7,2786
1900,fr,article,400-600,0.6-0.7,3079
1900,fr,article,600-800,0.6-0.7,3046
1900,de,ad,200-400,<0.5,6199
1900,fr,article,>=800,0.5-0.6,5678
1900,lb,ad,200-400,<0.5,5
1900,de,ad,400-600,0.5-0.6,3184
1900,fr,ad,600-800,0.5-0.6,821
1900,fr,ad,200-400,<0.5,436
1900,fr,ad,400-600,<0.5,221
1900,fr,ad,400-600,0.5-0.6,1051
1900,fr,ad,400-600,NA,2412
1900,fr,ad,<200,<0.5,565
1900,fr,article,600-800,NA,3399
1920,fr,ad,>=800,NA,4443
1920,fr,article,600-800,0.5-0.6,614
1920,en,article,>=800,>=0.8,406
1920,fr,ad,>=800,<0.5,4394
1920,en,article,>=800,0.7-0.8,18
1920,en,ad,>=800,0.7-0.8,7
1920,en,article,200-400,>=0.8,94
1920,en,article,600-800,>=0.8,289
1920,fr,article,600-800,<0.5,290
1920,de,article,<200,0.7-0.8,9968
1920,en,article,<200,>=0.8,15
1920,fr,ad,600-800,0.5-0.6,1432
1920,lb,ad,<200,0.5-0.6,83
1930,fr,article,>=800,>=0.8,1163185
1930,fr,article,<200,NA,173463
1930,fr,ad,200-400,0.7-0.8,47845
1930,fr,ad,<200,NA,124113
1930,fr,article,200-400,>=0.8,279730
1930,fr,article,400-600,>=0.8,215577
1930,fr,article,<200,>=0.8,130083
1930,fr,article,600-800,>=0.8,170681
1930,fr,article,>=800,0.7-0.8,59211
1930,fr,ad,<200,>=0.8,141319
1930,fr,ad,<200,0.7-0.8,36896
1930,fr,article,>=800,NA,21428
1930,fr,ad,600-800,0.7-0.8,9702
1930,fr,ad,200-400,>=0.8,204553
1930,fr,ad,600-800,>=0.8,45472
1930,fr,ad,>=800,0.7-0.8,30591
1930,fr,ad,>=800,>=0.8,95879
1930,fr,article,600-800,NA,4231
1930,fr,ad,200-400,0.5-0.6,4317
1930,fr,article,400-600,NA,8699
1930,en,article,>=800,>=0.8,48
1930,fr,article,200-400,0.7-0.8,21984
1930,fr,article,600-800,0.7-0.8,8187
1930,fr,ad,>=800,0.6-0.7,10899
1930,fr,ad,400-600,>=0.8,85351
1930,fr,article,400-600,0.7-0.8,11272
1930,fr,ad,<200,0.6-0.7,15312
1930,fr,article,>=800,0.6-0.7,19281
1930,fr,article,200-400,NA,8476
1930,fr,ad,400-600,0.7-0.8,18008
1930,fr,ad,200-400,0.6-0.7,15010
1930,fr,article,<200,0.6-0.7,4282
1930,fr,article,<200,0.7-0.8,15237
1930,fr,ad,600-800,0.6-0.7,3232
1930,fr,ad,200-400,<0.5,2483
1930,fr,ad,200-400,NA,9222
1930,fr,article,200-400,0.6-0.7,5136
1930,fr,article,600-800,0.6-0.7,2111
1930,fr,ad,400-600,NA,3460
1930,fr,ad,400-600,0.6-0.7,5442
1930,fr,ad,>=800,NA,5003
1930,fr,ad,600-800,NA,1957
1930,fr,article,>=800,0.5-0.6,6937
1930,fr,ad,<200,0.5-0.6,6333
1930,fr,article,400-600,0.6-0.7,2942
1930,fr,ad,400-600,0.5-0.6,1523
1930,lb,ad,<200,<0.5,52
1930,fr,article,<200,0.5-0.6,1187
1930,fr,article,200-400,0.5-0.6,1749
1930,fr,ad,<200,<0.5,2882
1930,en,ad,<200,>=0.8,92
1930,en,ad,<200,0.7-0.8,25
1930,de,article,>=800,<0.5,27849
1930,fr,article,>=800,<0.5,15204
1930,fr,article,600-800,0.5-0.6,1007
1930,fr,ad,>=800,0.5-0.6,4700
1930,fr,article,600-800,<0.5,1448
1930,en,ad,200-400,>=0.8,101
1930,it,article,<200,NA,18
1930,fr,article,200-400,<0.5,1310
1930,fr,ad,600-800,0.5-0.6,1041
1930,fr,ad,>=800,<0.5,2857
1930,en,ad,>=800,>=0.8,18
1930,en,article,<200,>=0.8,30
1930,lb,article,<200,0.5-0.6,26
1930,fr,article,<200,<0.5,477
1930,en,article,400-600,>=0.8,33
1930,en,article,200-400,>=0.8,81
1940,fr,article,<200,NA,149000
1940,fr,article,>=800,>=0.8,817926
1940,fr,article,200-400,>=0.8,207408
1940,fr,article,<200,>=0.8,115678
1940,fr,article,>=800,0.7-0.8,36044
1940,fr,ad,<200,NA,136878
1940,fr,ad,<200,>=0.8,198693
1940,fr,article,600-800,>=0.8,108430
1940,fr,article,400-600,>=0.8,140757
1940,fr,ad,400-600,>=0.8,77158
1940,fr,ad,<200,0.7-0.8,36324
1940,fr,article,200-400,NA,3624
1940,fr,ad,<200,0.6-0.7,11192
1940,fr,ad,200-400,>=0.8,233838
1940,fr,ad,<200,0.5-0.6,3525
1940,fr,ad,<200,<0.5,1557
1940,en,article,200-400,>=0.8,172
1940,fr,ad,200-400,0.7-0.8,31286
1940,fr,ad,600-800,>=0.8,38192
1940,fr,article,<200,0.7-0.8,11880
1940,fr,article,200-400,0.7-0.8,13247
1940,fr,article,400-600,0.7-0.8,6929
1940,fr,ad,>=800,>=0.8,80223
1940,fr,ad,600-800,0.7-0.8,6955
1940,fr,ad,400-600,0.7-0.8,12079
1940,fr,ad,200-400,0.6-0.7,7740
1940,fr,ad,200-400,0.5-0.6,1566
1940,fr,ad,>=800,0.7-0.8,26709
1940,fr,article,200-400,0.6-0.7,2896
1940,fr,ad,400-600,0.5-0.6,413
1940,fr,article,>=800,0.6-0.7,10289
1940,fr,article,600-800,0.7-0.8,4960
1940,fr,article,400-600,NA,2008
1940,fr,ad,>=800,0.5-0.6,1301
1940,fr,article,>=800,NA,14421
1940,fr,article,600-800,NA,1422
1940,fr,article,>=800,0.5-0.6,2343
1940,en,ad,200-400,>=0.8,297
1940,de,article,<200,0.7-0.8,12993
1940,fr,article,<200,0.5-0.6,795
1940,fr,ad,200-400,NA,7711
1940,fr,ad,>=800,NA,3400
1940,fr,ad,200-400,<0.5,1251
1940,fr,article,600-800,0.6-0.7,1186
1940,fr,ad,600-800,NA,1352
1940,fr,ad,400-600,NA,2733
1940,fr,article,<200,<0.5,275
1940,lb,article,<200,0.5-0.6,60
1940,fr,article,400-600,0.6-0.7,1455
1940,fr,article,<200,0.6-0.7,3050
1940,fr,article,200-400,0.5-0.6,590
1890,fr,ad,600-800,<0.5,174
1890,fr,article,600-800,0.5-0.6,309
1890,fr,ad,200-400,<0.5,321
1890,fr,ad,400-600,<0.5,209
1890,de,ad,600-800,<0.5,2226
1900,fr,article,>=800,<0.5,1376
1900,fr,article,<200,0.5-0.6,524
1900,fr,ad,>=800,<0.5,2202
1900,fr,article,600-800,0.5-0.6,374
1900,fr,article,200-400,0.5-0.6,487
1900,fr,article,200-400,<0.5,49
1900,fr,article,<200,<0.5,72
1900,fr,article,400-600,0.5-0.6,408
1920,fr,article,400-600,<0.5,212
1920,de,article,<200,0.5-0.6,4531
1860,fr,ad,400-600,<0.5,42
1860,en,ad,<200,0.5-0.6,1
1860,lb,article,<200,0.5-0.6,1
1860,fr,article,<200,<0.5,77
1870,fr,article,<200,0.5-0.6,226
1870,fr,article,200-400,<0.5,64
1870,fr,article,<200,<0.5,70
1870,fr,article,400-600,<0.5,57
1870,fr,ad,>=800,<0.5,2169
1870,de,ad,<200,0.6-0.7,979
1870,de,ad,<200,0.5-0.6,1019
1870,fr,ad,400-600,<0.5,142
1870,fr,ad,<200,<0.5,45
1870,fr,ad,600-800,<0.5,139
1870,lb,article,<200,0.5-0.6,4
1870,fr,article,600-800,<0.5,91
1880,en,ad,400-600,0.5-0.6,1
1880,it,article,>=800,NA,5
1880,en,ad,<200,0.5-0.6,1
1880,lb,ad,400-600,0.5-0.6,1
1890,lb,ad,<200,<0.5,19
1890,en,ad,<200,0.5-0.6,3
1890,en,ad,<200,0.7-0.8,30
1900,lb,ad,200-400,0.5-0.6,4
1900,lb,ad,<200,0.7-0.8,3
1900,lb,ad,<200,0.5-0.6,25
1900,en,ad,<200,0.7-0.8,31
1900,lb,ad,<200,0.6-0.7,12
1910,fr,ad,600-800,NA,1356
1910,fr,ad,400-600,<0.5,264
1910,en,ad,<200,0.6-0.7,20
1910,de,ad,<200,0.5-0.6,3050
1910,en,ad,<200,0.7-0.8,35
1910,en,article,600-800,>=0.8,95
1920,en,article,>=800,0.6-0.7,3
1920,en,article,400-600,>=0.8,265
1920,en,ad,<200,>=0.8,237
1920,en,ad,200-400,>=0.8,230
1920,en,article,200-400,0.7-0.8,7
1920,en,article,400-600,0.7-0.8,3
1920,en,article,600-800,0.7-0.8,4
1920,en,ad,<200,0.7-0.8,59
1920,lb,ad,200-400,0.5-0.6,55
1920,de,ad,>=800,0.6-0.7,24627
1920,en,ad,200-400,0.5-0.6,2
1920,lb,ad,<200,0.6-0.7,115
1920,lb,article,<200,<0.5,3
1920,en,ad,>=800,<0.5,1
1920,en,ad,200-400,0.7-0.8,41
1880,it,ad,>=800,NA,2
1880,it,ad,400-600,NA,4
1880,it,ad,200-400,NA,11
1880,fr,article,600-800,0.5-0.6,250
1890,de,article,600-800,0.6-0.7,1444
1890,lb,ad,<200,>=0.8,1
1890,fr,article,400-600,<0.5,81
1890,de,ad,600-800,>=0.8,464
1890,lb,ad,<200,0.5-0.6,15
1890,fr,article,600-800,<0.5,139
1900,en,ad,600-800,>=0.8,4
1900,fr,ad,600-800,<0.5,210
1900,fr,article,400-600,<0.5,31
1900,de,article,600-800,0.6-0.7,1567
1900,lb,ad,<200,<0.5,15
1910,de,ad,>=800,0.6-0.7,25611
1910,fr,ad,600-800,<0.5,231
1910,en,ad,400-600,>=0.8,38
1910,en,article,<200,>=0.8,32
1910,en,article,<200,0.7-0.8,5
1910,en,ad,>=800,>=0.8,16
1910,en,ad,>=800,0.7-0.8,14
1910,lb,ad,<200,0.5-0.6,31
1910,en,article,>=800,0.7-0.8,43
1920,fr,article,200-400,<0.5,368
1920,en,ad,>=800,>=0.8,16
1920,fr,ad,600-800,<0.5,1013
1920,lb,ad,<200,0.7-0.8,130
1920,de,ad,<200,0.6-0.7,9489
1920,lb,ad,400-600,<0.5,14
1920,en,ad,400-600,>=0.8,23
1920,en,ad,>=800,0.5-0.6,1
1930,fr,ad,400-600,<0.5,940
1930,en,ad,<200,0.6-0.7,11
1930,fr,article,400-600,0.5-0.6,1242
1930,lb,article,<200,<0.5,6
1940,fr,ad,>=800,0.6-0.7,9850
1940,fr,ad,400-600,0.6-0.7,2651
1940,fr,article,400-600,0.5-0.6,320
1940,de,ad,<200,0.7-0.8,9328
1940,de,ad,400-600,0.5-0.6,1378
1940,de,ad,<200,>=0.8,11410
1940,de,ad,200-400,<0.5,1330
1940,de,ad,200-400,0.5-0.6,2843
1940,de,ad,200-400,0.6-0.7,5709
1940,de,ad,400-600,0.6-0.7,2698
1940,de,article,<200,0.5-0.6,4452
1940,de,ad,400-600,0.7-0.8,3778
1940,de,article,<200,>=0.8,20288
1940,de,article,200-400,0.5-0.6,6266
1940,de,ad,>=800,0.7-0.8,8289
1940,de,ad,200-400,0.7-0.8,8432
1940,de,ad,600-800,0.6-0.7,1726
1940,de,ad,400-600,<0.5,598
1940,de,ad,>=800,0.6-0.7,10046
1940,de,ad,600-800,0.7-0.8,2280
1940,de,ad,600-800,0.5-0.6,858
1940,de,article,<200,0.6-0.7,8668
1940,de,article,400-600,0.6-0.7,6160
1940,de,article,>=800,0.7-0.8,67680
1940,de,ad,<200,0.6-0.7,6255
1940,fr,ad,600-800,0.6-0.7,1650
1940,de,article,>=800,0.6-0.7,19249
1940,de,ad,<200,0.5-0.6,3591
1940,de,article,600-800,>=0.8,31121
1940,fr,article,200-400,<0.5,562
1940,de,article,>=800,>=0.8,337730
1940,de,article,600-800,0.7-0.8,8306
1940,fr,ad,600-800,<0.5,240
1940,en,article,600-800,>=0.8,128
1940,de,article,200-400,0.6-0.7,12425
1940,de,article,>=800,<0.5,3543
1940,de,article,200-400,0.7-0.8,20254
1940,de,article,>=800,0.5-0.6,6565
1940,en,article,400-600,>=0.8,135
1940,fr,ad,600-800,0.5-0.6,200
1940,fr,article,>=800,<0.5,2785
1940,de,ad,>=800,0.5-0.6,7454
1940,en,article,200-400,0.7-0.8,11
1940,lb,article,<200,0.7-0.8,742
1940,en,article,400-600,0.7-0.8,3
1940,en,article,<200,>=0.8,60
1880,fr,article,400-600,<0.5,61
1880,fr,article,600-800,<0.5,120
1900,en,ad,<200,0.5-0.6,4
1900,nl,article,>=800,NA,2
1900,nl,ad,<200,NA,1
1900,en,ad,200-400,0.6-0.7,6
1910,eo,article,600-800,NA,8
1910,eo,article,>=800,NA,1
1910,eo,article,400-600,NA,1
1910,nl,article,>=800,NA,68
1910,nl,article,400-600,NA,1
1910,nl,article,600-800,NA,4
1910,en,article,400-600,>=0.8,78
1910,it,article,>=800,NA,1211
1910,de,ad,<200,<0.5,4351
1910,en,ad,<200,>=0.8,74
1920,nl,article,<200,NA,1
1920,en,ad,<200,<0.5,3
1930,en,article,<200,0.7-0.8,3
1930,fr,ad,600-800,<0.5,502
1930,en,ad,200-400,0.6-0.7,3
1930,en,ad,<200,<0.5,3
1930,fr,article,400-600,<0.5,1405
1930,nl,article,200-400,NA,3
1940,fr,article,400-600,<0.5,324
1940,fr,ad,>=800,<0.5,611
1940,fr,article,600-800,0.5-0.6,242
1940,de,article,400-600,0.7-0.8,12008
1940,de,article,600-800,0.5-0.6,1560
1940,de,ad,>=800,<0.5,2784
1940,de,ad,<200,<0.5,1847
1940,en,article,<200,<0.5,1
1940,de,article,400-600,0.5-0.6,2692
1940,de,article,400-600,<0.5,1155
1940,lb,ad,<200,0.6-0.7,400
1940,lb,ad,<200,0.5-0.6,136
1940,de,article,600-800,<0.5,689
1940,it,article,>=800,NA,139
1940,fr,article,600-800,<0.5,287
1940,lb,article,400-600,<0.5,28
1940,fr,ad,400-600,<0.5,417
1900,lb,article,>=800,<0.5,130
1900,lb,article,400-600,<0.5,5
1900,lb,article,200-400,<0.5,9
1900,lb,article,600-800,<0.5,11
1900,lb,article,400-600,0.5-0.6,3
1900,lb,article,200-400,0.5-0.6,11
1900,lb,article,<200,>=0.8,427
1900,fr,article,600-800,<0.5,70
1910,lb,ad,<200,<0.5,21
1930,lb,ad,<200,0.5-0.6,181
1930,lb,article,>=800,<0.5,113
1930,lb,ad,>=800,<0.5,13
1940,lb,article,>=800,<0.5,261
1940,de,ad,200-400,>=0.8,10020
1910,de,ad,200-400,<0.5,7501
1910,de,ad,>=800,0.5-0.6,29133
1910,en,article,400-600,0.7-0.8,6
1910,en,article,>=800,0.6-0.7,9
1910,en,article,600-800,0.7-0.8,6
1910,en,article,600-800,0.6-0.7,1
1930,de,article,200-400,0.7-0.8,33049
1930,en,article,600-800,>=0.8,10
1930,de,article,<200,<0.5,1488
1930,de,article,<200,0.6-0.7,7769
1940,de,article,600-800,0.6-0.7,3977
1940,de,article,400-600,>=0.8,40535
1940,de,article,<200,<0.5,1903
1920,de,article,>=800,>=0.8,153769
1920,de,ad,>=800,>=0.8,3316
1920,de,ad,<200,NA,48527
1920,de,ad,200-400,0.6-0.7,10978
1920,de,article,400-600,>=0.8,32697
1920,de,ad,<200,<0.5,6237
1920,de,ad,200-400,<0.5,7454
1920,de,article,<200,>=0.8,14607
1920,de,article,200-400,>=0.8,43021
1920,de,ad,400-600,0.5-0.6,6982
1920,de,article,<200,NA,39198
1920,lb,ad,200-400,<0.5,36
1920,de,ad,400-600,0.6-0.7,7395
1920,de,ad,400-600,NA,456
1920,de,ad,600-800,0.5-0.6,5505
1920,de,ad,400-600,0.7-0.8,5349
1920,de,ad,200-400,0.7-0.8,9090
1920,de,article,600-800,>=0.8,23599
1920,de,article,200-400,0.7-0.8,27429
1920,de,article,>=800,0.7-0.8,129827
1920,de,article,400-600,0.7-0.8,20734
1920,de,ad,>=800,0.7-0.8,14533
1920,de,ad,200-400,0.5-0.6,9128
1920,de,ad,200-400,NA,801
1920,de,ad,200-400,>=0.8,5177
1920,de,ad,600-800,0.6-0.7,5186
1920,de,ad,400-600,<0.5,5645
1920,de,ad,>=800,0.5-0.6,27952
1920,de,article,400-600,0.6-0.7,12062
1920,lb,ad,<200,<0.5,65
1920,de,article,600-800,0.7-0.8,15117
1920,de,ad,600-800,0.7-0.8,3562
1920,de,ad,<200,0.7-0.8,9247
1920,de,article,200-400,0.6-0.7,17489
1920,de,ad,<200,>=0.8,6167
1920,de,article,200-400,NA,1689
1920,de,article,>=800,NA,3091
1920,de,ad,<200,0.5-0.6,7674
1920,de,article,400-600,NA,1197
1920,de,ad,>=800,<0.5,27278
1920,de,ad,600-800,<0.5,4236
1930,de,article,>=800,0.7-0.8,152812
1930,de,article,400-600,NA,3107
1930,de,ad,400-600,0.6-0.7,7229
1930,de,ad,<200,0.7-0.8,12888
1930,de,ad,<200,<0.5,5904
1930,de,ad,400-600,NA,402
1930,de,article,200-400,>=0.8,70256
1930,de,article,>=800,>=0.8,292597
1930,de,article,<200,NA,54909
1930,de,article,<200,>=0.8,24886
1930,de,article,200-400,0.6-0.7,14533
1930,de,ad,>=800,0.7-0.8,26434
1930,de,article,200-400,0.5-0.6,6135
1930,de,ad,<200,0.5-0.6,8504
1930,de,article,600-800,0.7-0.8,18400
1930,de,ad,200-400,<0.5,4854
1930,de,ad,600-800,0.6-0.7,5804
1930,de,ad,<200,0.6-0.7,11484
1930,de,article,<200,0.7-0.8,13842
1930,de,article,<200,0.5-0.6,3527
1930,de,ad,>=800,<0.5,15706
1930,de,ad,<200,NA,72477
1930,de,ad,>=800,0.5-0.6,24809
1930,de,article,400-600,>=0.8,56010
1930,de,article,200-400,NA,1671
1930,de,article,600-800,>=0.8,41353
1930,de,article,600-800,0.5-0.6,2940
1930,de,ad,>=800,0.6-0.7,33435
1930,de,ad,200-400,0.6-0.7,11104
1930,de,ad,200-400,0.7-0.8,11226
1930,de,ad,200-400,0.5-0.6,8119
1930,de,ad,600-800,0.7-0.8,4752
1930,de,ad,200-400,>=0.8,9085
1930,de,ad,400-600,0.5-0.6,5622
1930,de,ad,<200,>=0.8,11750
1930,de,article,400-600,0.6-0.7,10015
1930,de,ad,600-800,<0.5,2112
1930,de,ad,400-600,<0.5,2903
1930,de,article,>=800,0.6-0.7,56360
1930,de,article,600-800,0.6-0.7,7409
1930,de,article,400-600,0.7-0.8,25007
1930,de,ad,>=800,>=0.8,8440
1930,de,ad,600-800,0.5-0.6,4252
1930,de,ad,600-800,>=0.8,2517
1930,lb,ad,<200,0.7-0.8,308
1930,de,ad,400-600,0.7-0.8,6082
1930,de,article,600-800,NA,1428
1930,lb,ad,<200,0.6-0.7,271
1930,de,ad,200-400,NA,762
1930,de,ad,400-600,>=0.8,4007
1930,lb,ad,200-400,>=0.8,236
1930,lb,article,<200,>=0.8,1305
1930,de,article,>=800,0.5-0.6,22144
1870,de,ad,>=800,0.6-0.7,9860
1870,de,ad,200-400,>=0.8,823
1870,de,ad,<200,>=0.8,566
1870,de,article,<200,NA,15649
1870,de,ad,<200,NA,3253
1870,de,article,>=800,0.6-0.7,17804
1870,de,article,400-600,0.7-0.8,3243
1870,de,ad,400-600,0.7-0.8,1062
1870,lb,article,>=800,0.5-0.6,96
1870,de,article,<200,0.6-0.7,2363
1870,de,ad,400-600,>=0.8,366
1870,de,ad,600-800,0.7-0.8,814
1870,de,ad,200-400,0.7-0.8,1493
1870,de,ad,400-600,0.6-0.7,1539
1870,de,ad,600-800,>=0.8,187
1870,de,article,200-400,>=0.8,5001
1870,de,ad,600-800,0.6-0.7,1335
1870,de,ad,200-400,0.6-0.7,2292
1870,lb,article,>=800,0.6-0.7,513
1870,lb,article,400-600,0.5-0.6,7
1870,de,article,200-400,0.7-0.8,4263
1870,lb,article,200-400,0.7-0.8,113
1870,de,article,>=800,0.5-0.6,10679
1870,de,article,>=800,<0.5,17011
1870,lb,ad,200-400,0.7-0.8,1
1870,de,ad,>=800,>=0.8,329
1870,de,ad,<200,0.7-0.8,872
1870,lb,article,>=800,0.7-0.8,330
1870,lb,article,600-800,0.7-0.8,90
1870,de,article,200-400,<0.5,3556
1870,de,article,600-800,0.6-0.7,2141
1870,lb,ad,600-800,0.7-0.8,1
